City,Area,Location,No. of Bedrooms,Price
6,1256,260,2,5652000
4,1296,335,3,24000000
2,655,455,1,2150000
4,987,291,2,4226000
2,880,464,2,5200000
6,1770,214,3,10700000
3,1273,2,2,6900000
3,1471,12,2,5972000
2,580,440,1,2150000
5,790,63,2,5808000
4,750,288,2,47500000
6,1250,226,2,10700000
4,900,343,2,2700000
4,1145,300,3,9160000
2,890,425,2,10000000
1,5422,146,4,312500000
3,3600,14,4,4350000
4,929,287,3,4380000
4,1504,290,2,14100000
3,3450,9,3,5100000
5,2150,49,3,13899999
3,1099,7,2,35000000
2,744,429,1,5500000
4,1175,287,3,4500000
4,1215,287,3,4222000
4,750,311,2,4600000
4,1028,300,2,8164000
6,1850,167,4,9800000
6,1100,199,2,6300000
4,1415,288,3,5300000
4,750,311,2,4620000
6,1230,201,2,6150000
4,1045,292,3,14300000
6,1050,227,2,4600000
4,2052,290,4,4300000
3,1290,4,2,13899999
3,1089,2,2,5475000
4,1140,288,2,4899000
2,1545,490,3,13100000
1,1700,146,2,60000000
4,1475,295,3,7566000
6,1675,230,3,10800000
4,1160,288,3,6094000
5,1355,79,2,7113000
2,610,471,1,8000000
6,1725,226,3,8797000
2,1260,442,2,9200000
5,1444,38,3,8303000
2,733,426,2,11500000
4,1332,286,1,2073999
6,2815,214,3,19000000
4,1110,309,2,4270000
6,1700,202,3,10000000
6,2192,214,3,10500000
2,520,441,1,2400000
4,1270,288,3,4700000
5,1044,52,2,3244000
5,1000,76,1,4250000
4,3762,314,4,10500000
2,500,440,1,2250000
5,811,41,2,6900000
4,1150,330,3,6700000
6,1150,198,2,3900000
5,1952,38,3,8000000
1,5621,152,4,383500000
4,919,288,2,5531000
2,1000,490,1,26500000
2,430,446,1,17400000
5,721,70,2,4610000
4,725,290,1,11399999
4,881,290,2,5764000
2,650,431,1,7000000
4,750,310,2,7500000
5,835,76,2,3173000
2,1088,427,3,7800000
2,640,459,1,7481000
5,472,39,1,2584000
2,1379,431,3,4200000
6,3448,202,4,27000000
4,2400,307,4,2300000
3,2678,14,3,46100000
4,750,343,2,7000000
2,650,441,1,3350000
1,1950,172,3,27200000
5,1200,93,3,6600000
5,1561,38,3,8200000
5,978,39,2,5175000
1,6521,145,5,2500000
6,1865,199,3,9325000
4,1123,291,3,3200000
4,1501,296,3,4226000
3,1294,9,2,3232000
5,1489,39,2,10800000
5,1375,37,3,7148000
6,3430,204,3,35000000
4,4527,314,3,2927000
6,1020,237,2,5300000
5,2275,86,4,45000000
4,1115,292,3,2000000
4,1173,299,3,15000000
2,715,441,1,3500000
4,1600,299,3,12800000
5,2777,75,3,4564000
4,1391,288,3,8958000
4,1276,384,3,7200000
4,1210,341,3,2200000
5,1245,31,2,6536000
4,765,297,2,2014999
2,735,431,1,5000000
5,2630,31,4,16500000
4,775,289,2,8400000
4,1110,309,2,2548000
5,783,35,2,3719000
1,1050,156,2,8300000
4,1172,309,2,4846000
3,1030,23,2,9800000
4,1644,293,3,7931999
2,731,446,2,19400000
2,1100,426,2,7798999
5,930,60,2,5580000
5,720,129,2,61100000
2,1350,431,2,5100000
5,1546,63,3,5825000
3,1475,2,3,6600000
4,1060,291,3,6581999
4,1173,299,3,6500000
3,2850,9,3,7450000
3,2730,7,4,7900000
6,1450,240,3,5000000
4,1050,295,3,8200000
4,1003,288,3,4700000
5,1444,38,3,8303000
3,1322,2,2,8400000
1,2000,178,2,20000000
2,975,425,2,7500000
4,1845,288,3,8600000
5,1697,110,3,5808000
2,1238,443,2,12700000
5,670,86,2,15000000
6,3090,198,4,27500000
5,1626,34,3,7642000
3,3250,3,4,26800000
6,2000,214,3,11000000
3,2503,8,4,34500000
4,1785,309,4,9500000
4,815,286,3,4276000
5,891,93,2,4331000
1,1050,148,2,11700000
4,1557,295,3,11100000
3,943,7,2,5030000
2,830,425,2,2850000
5,780,35,2,2840000
4,1153,297,3,6548000
4,1160,359,3,9688000
3,763,22,1,3335000
2,600,490,1,9600000
6,1200,268,3,3200000
4,850,364,2,2900000
1,900,145,2,2500000
5,830,93,2,5100000
1,2000,135,3,15500000
2,855,432,2,34000000
3,1249,8,2,17500000
4,1100,318,2,4226000
4,1296,290,3,3400000
4,1250,309,3,110000000
5,1431,42,2,24600000
1,2200,145,4,9000000
6,1100,250,2,4600000
2,1020,490,3,33400000
1,1350,144,3,16700000
5,2903,49,3,2141000
5,1220,90,3,5063000
2,576,446,2,15700000
5,920,87,2,4237000
2,553,429,1,6800000
4,750,310,2,4000000
6,1641,205,2,7900000
5,1850,77,3,18500000
4,1310,286,3,4800000
2,650,441,1,4600000
5,930,35,2,16500000
4,860,297,2,4350000
4,1950,373,3,7500000
1,7254,146,5,340700000
6,1435,201,3,7962000
3,1025,6,2,6528000
6,2160,239,3,11800000
2,900,430,2,65000000
3,1066,1,2,7845000
6,1010,227,2,4542000
2,1420,426,3,5500000
5,1260,37,3,5642000
2,725,431,1,5700000
5,1220,62,3,14100000
2,1850,426,3,40199999
6,1650,223,2,9800000
4,883,287,2,2800000
2,2000,496,3,43500000
4,895,297,3,2400000
4,1920,293,3,11000000
2,690,441,1,2300000
5,840,115,2,3400000
5,984,79,2,6396000
5,1030,71,2,5500000
3,1914,9,3,3800000
2,1505,427,3,25700000
2,640,427,1,9000000
4,1200,306,2,2550000
3,3500,9,3,51000000
4,875,288,2,4250000
4,920,287,2,2600000
2,1640,475,3,6350000
2,575,424,1,12800000
4,830,300,2,4800000
1,2500,135,4,17500000
4,1056,309,3,6500000
5,1080,37,2,6480000
2,765,429,2,3488000
5,1004,76,2,2763000
3,5384,3,5,45700000
4,835,196,2,5287000
6,1535,214,3,8749000
4,1100,329,3,5700000
4,2028,290,4,4456000
2,780,432,2,14500000
4,1167,297,3,4635000
4,851,377,3,9875000
4,1760,293,3,5455000
3,1399,7,3,8400000
2,1150,216,3,20500000
2,600,440,1,2300000
6,1330,213,3,5600000
2,655,455,1,2250000
5,767,93,2,3300000
2,1215,431,2,17500000
2,950,464,2,4700000
5,1472,126,3,4950000
1,2800,138,4,13000000
5,770,63,2,4000000
4,1013,299,2,2200000
4,820,286,2,4872000
2,1075,431,2,16000000
1,1800,136,3,16500000
4,1100,295,3,2300000
4,1267,291,3,2384000
4,2000,290,3,10500000
5,1504,49,3,7931999
5,2348,75,3,26400000
6,1327,216,3,7540000
1,2000,136,4,18000000
5,1582,59,3,10700000
4,1173,362,3,3529000
4,1757,288,3,4500000
6,1520,197,3,7904000
6,1700,201,3,10300000
2,1500,457,3,4500000
6,1160,280,3,4700000
4,1305,292,3,2300000
5,1027,31,2,19000000
2,680,476,1,5700000
4,1029,287,2,5370000
4,1303,293,2,6669000
5,1450,118,3,20000000
4,1160,288,3,2500000
2,400,471,1,7500000
4,1075,287,3,4499000
5,521,88,1,2495000
2,3585,427,4,60100000
2,721,432,2,16700000
5,1222,87,2,7698000
4,845,292,2,2872000
3,725,2,2,3500000
3,1645,4,3,16500000
4,1844,288,3,7500000
4,920,293,2,2959000
4,910,333,2,4800000
5,830,93,2,10000000
4,830,325,2,23800000
4,7000,290,5,10200000
4,1045,300,3,14000000
4,765,287,2,3571000
5,1389,32,3,6800000
4,1958,286,4,4608000
4,635,295,2,2200000
4,1100,297,3,3500000
1,2450,172,3,38000000
3,1607,3,3,9100000
5,721,70,2,5737000
4,833,196,2,6169000
4,1200,288,3,8000000
2,925,428,2,16000000
4,1050,295,3,2918000
6,1908,225,3,15000000
2,510,425,2,13400000
4,1013,299,2,2454000
5,1345,46,3,61100000
4,1920,293,3,9000000
4,1501,296,3,3163000
4,1164,293,3,10500000
2,650,441,1,4800000
2,670,431,1,6200000
4,1350,346,4,4752000
6,1993,202,3,17600000
4,1630,296,3,7693000
4,1786,286,3,4000000
5,1211,114,3,5500000
3,1249,8,2,35300000
1,850,145,2,2800000
5,560,67,1,11700000
2,950,422,2,18500000
2,1250,446,2,19600000
2,734,426,2,7929000
4,1059,287,2,2676000
6,1610,224,3,8050000
4,1008,300,2,6256000
4,1607,313,3,3400000
4,1160,292,2,6659999
1,500,141,2,2500000
5,910,39,2,6300000
5,1228,37,2,9994000
5,1021,46,2,2100000
2,2700,429,5,9800000
2,561,446,1,10000000
5,908,39,2,4540000
2,1100,475,2,9400000
4,1440,288,2,6800000
4,1846,307,3,2684000
2,1060,423,2,11000000
4,1114,297,3,3440000
5,1100,42,3,15400000
2,1350,427,3,9200000
5,1345,46,3,7503000
5,1620,41,3,3500000
5,790,63,2,12800000
5,833,87,2,7128000
6,1835,209,3,8256999
1,4950,165,3,18000000
2,348,425,1,5600000
2,595,432,1,10000000
4,1287,288,2,6800000
4,826,299,2,4992000
5,1889,38,3,7113000
2,510,427,1,12000000
4,1051,299,2,5400000
4,1070,292,3,7900000
5,2575,39,4,7501000
2,565,476,1,40300000
5,1092,39,2,7898999
6,1100,197,2,3900000
1,2000,135,3,19800000
6,2192,214,3,10500000
3,1161,7,3,3483000
5,1163,53,2,14900000
4,1350,325,2,3835000
4,972,290,3,4745000
4,1400,288,3,5500000
5,4736,38,4,27200000
5,700,56,2,3732000
4,750,287,2,8265000
3,1482,25,3,18300000
5,1442,110,2,6556000
5,850,55,2,10500000
5,1400,37,3,9228000
4,1431,316,3,6350000
6,1220,197,2,4700000
4,950,288,2,3036000
2,1064,441,2,6000000
5,1194,51,2,6217000
4,750,286,2,4200000
5,2348,75,3,13700000
4,1450,288,3,20000000
2,650,427,1,16000000
4,1750,286,3,13000000
1,450,139,2,3800000
2,720,464,1,4300000
5,1510,45,3,5839000
4,765,287,2,6285000
2,1300,475,2,4850000
5,460,100,1,2200000
5,1080,53,2,14900000
4,1562,293,3,45000000
3,1938,3,4,25700000
2,1787,446,3,11500000
3,1330,2,3,8217000
6,1210,214,2,7744000
5,1276,79,2,3500000
1,1500,135,3,20000000
2,600,434,1,15500000
4,1399,293,3,15500000
2,1155,431,2,25000000
3,950,6,2,6014000
5,1200,48,3,4882000
3,1294,9,2,6015000
5,1040,37,2,38000000
4,1256,291,3,4270000
1,632,143,3,60000000
5,830,93,2,5444000
4,1077,290,3,11100000
5,970,63,2,11200000
5,1312,71,2,3000000
4,1350,288,3,4400000
3,1025,1,2,11600000
4,940,289,2,23200000
4,1259,286,3,4020000
4,1113,297,3,4650000
2,600,457,1,27500000
5,1158,49,2,6611000
4,1920,293,3,2500000
2,650,431,1,6000000
4,613,286,2,3110000
4,985,329,2,5100000
5,868,120,2,7605000
4,897,288,2,2400000
5,930,77,2,5527000
5,914,87,2,5200000
4,1899,290,3,4435000
4,1184,309,3,2553000
4,1883,290,3,12000000
5,865,57,2,4449000
4,944,292,2,7736000
6,1125,243,2,5623000
2,300,429,1,2300000
6,3000,225,3,7500000
6,1674,209,3,9600000
4,885,297,2,5900000
4,1228,295,2,5500000
4,1874,288,3,4600000
4,1099,309,3,7936000
2,1763,429,4,4600000
5,816,40,2,4733000
4,1027,298,3,3150000
6,1738,198,3,14400000
5,638,76,2,4040000
2,751,446,2,10000000
2,500,476,1,6500000
6,1200,197,2,3900000
5,790,39,2,21500000
5,1566,31,3,13799999
6,1555,214,3,9563000
5,790,63,2,5300000
2,1120,431,2,8000000
4,1060,290,2,13000000
3,645,6,1,3309000
4,950,288,1,6600000
2,1085,431,2,5200000
1,1600,136,3,15000000
4,1294,300,3,3900000
4,888,309,3,4872000
1,1850,136,3,13500000
5,763,39,2,7441000
5,1234,59,2,9625000
4,1300,359,3,10700000
5,650,63,1,12500000
2,3080,475,3,27000000
2,1090,426,2,42000000
4,1522,288,3,8500000
3,1045,7,2,5634000
6,1190,197,2,4760000
5,727,35,2,4498000
5,702,45,2,30000000
5,1444,38,3,30700000
4,1109,288,2,3300000
4,1200,286,2,2781000
5,575,39,1,4435000
5,942,60,2,6123000
5,835,90,2,3422000
4,1013,299,2,9479000
4,1538,288,3,8000000
4,876,341,2,2300000
1,1300,145,3,4699000
3,1530,2,3,21500000
2,790,464,2,2600000
2,810,490,2,34500000
2,1390,426,3,5200000
5,1262,52,3,4604000
1,1250,146,3,20000000
4,1500,288,3,5500000
4,997,309,3,8999000
2,1399,427,3,29500000
1,1900,136,4,15500000
5,1071,41,2,4860000
4,972,290,3,2958000
4,1165,298,3,3682000
3,3230,3,4,26300000
4,1173,288,3,6515000
4,1500,307,5,5000000
4,2210,293,4,3952000
5,576,32,1,3200000
4,1264,286,3,5230000
5,1618,48,2,3769000
1,2001,135,4,19200000
4,999,309,3,3800000
4,895,297,3,3000000
6,1800,201,3,12400000
4,1064,287,3,5300000
4,1421,317,3,4200000
1,2450,172,3,35500000
4,748,286,3,3100000
5,839,121,2,6655000
1,2402,146,3,42500000
4,1092,291,3,3556000
2,1600,426,3,39000000
4,1528,288,3,8100000
5,1103,35,3,5349000
2,560,440,1,6600000
3,1200,7,2,4318000
2,1100,490,2,19000000
3,2028,9,3,7500000
1,1100,135,2,8500000
5,2686,31,4,10400000
1,1800,136,3,15500000
2,1555,428,3,22500000
2,880,481,2,3750000
6,1355,198,2,11200000
5,1091,49,2,4904000
5,990,110,2,4217000
4,1000,325,3,6500000
5,945,110,2,7026000
5,1100,66,3,5197000
4,895,297,3,15000000
4,2281,288,3,5070000
2,1238,468,3,12500000
2,860,429,2,15500000
5,865,71,2,23600000
6,2950,207,3,30000000
4,1091,290,3,5300000
2,1500,464,3,6300000
3,1560,2,3,10100000
5,940,94,2,4325000
4,1094,293,2,4791000
2,1000,429,2,7600000
4,1405,290,3,6754000
5,2017,48,3,5460000
4,1535,288,3,8300000
4,1067,290,2,5222000
5,2781,75,4,7367000
2,1700,490,3,15200000
4,1032,317,2,10500000
3,1055,22,2,12000000
6,2000,214,3,14000000
5,1050,69,3,10000000
2,1266,433,3,60000000
4,801,329,2,3800000
3,1345,7,3,4840000
2,420,431,1,4179999
2,500,445,1,2100000
5,990,50,2,3400000
4,1399,293,3,6661000
2,700,426,1,6500000
1,1600,135,3,15800000
4,800,297,2,3150000
2,1200,486,2,18500000
4,1172,309,3,2146000
4,1256,286,3,2100000
6,1250,267,3,6300000
6,1125,197,2,4800000
6,1106,214,2,4977000
2,2150,187,3,15000000
5,574,31,1,3013000
4,701,293,2,4000000
4,680,305,2,6200000
6,2025,210,3,12500000
6,1735,201,3,11000000
4,835,301,2,4190000
4,1342,292,3,3256000
4,1506,308,3,7200000
6,1150,226,2,3900000
2,1300,453,3,15000000
1,1800,165,3,18500000
6,2566,199,4,15000000
5,1641,40,3,8675000
4,960,297,2,7500000
4,1271,288,3,8558000
6,1473,214,2,9942000
4,1130,291,3,4899000
2,966,505,2,2886000
5,926,39,2,5208000
4,1377,296,3,3800000
4,1450,309,3,3647999
6,3500,207,3,36700000
2,926,475,2,19900000
6,3147,198,4,26100000
3,1017,7,2,2899000
4,1110,298,3,2963000
3,1650,0,3,8233000
4,1250,297,3,3363000
2,1350,425,3,2700000
2,1600,427,3,20000000
2,525,429,1,7400000
4,1605,309,3,21300000
2,680,431,1,7198999
5,426,70,1,2343000
4,1160,298,3,3800000
4,1435,314,3,4500000
6,1402,205,1,6700000
4,655,288,2,4300000
6,1450,220,3,7000000
2,545,424,1,4300000
4,1139,291,3,3233000
6,1580,285,2,6500000
4,1260,288,3,5600000
6,1060,213,2,3200000
2,1815,426,3,13500000
5,983,39,2,5199000
4,1192,293,2,7100000
4,1174,405,3,3600000
4,780,317,2,2153000
4,1462,288,2,2860000
5,1243,93,2,7850000
2,565,476,1,13000000
6,1150,198,2,3900000
3,1200,10,2,3700000
5,790,63,2,3800000
4,1183,310,3,2793000
5,1566,31,3,10400000
4,2800,314,3,3900000
5,1650,49,3,6611000
6,1700,225,3,11000000
2,910,425,2,4200000
6,1090,197,2,4300000
2,412,425,1,3446000
4,820,327,2,2225000
5,1185,70,3,5160000
2,600,496,1,13000000
5,1618,46,3,11399999
5,886,70,2,5550000
4,1600,327,3,3500000
2,1142,475,3,65500000
6,1620,227,3,8000000
3,1467,7,3,2899000
2,1300,490,3,22000000
6,1900,199,3,7980000
1,3015,165,8,70000000
5,615,44,2,3675000
2,374,425,1,6500000
4,765,286,2,7800000
2,400,441,1,12900000
2,1000,429,2,14000000
1,1700,135,3,19800000
4,783,344,2,7000000
4,1827,290,3,4003000
4,1044,288,3,4100000
5,811,87,2,6600000
6,1550,275,3,8525000
4,620,329,1,3264000
5,1846,37,3,13300000
2,615,455,1,2725000
2,1527,457,3,120000000
5,900,41,2,4692000
3,1047,5,2,4500000
2,576,446,2,16800000
6,1270,205,1,6500000
4,1712,290,3,12500000
2,650,428,1,35000000
4,1166,291,3,3957000
6,1826,199,3,7669000
2,900,464,2,18000000
4,1020,286,2,3774000
2,1000,446,2,9500000
6,1435,201,3,6277000
2,1080,464,2,3699000
2,838,458,2,7100000
4,1373,340,3,4200000
1,4966,146,3,235000000
4,1160,298,3,5600000
4,2867,313,3,14300000
5,750,62,2,3500000
4,3400,314,4,4270000
5,1748,36,2,22300000
3,1250,12,2,7326000
6,1170,197,2,4680000
4,1904,307,3,5800000
4,5000,314,4,2300000
6,3300,207,4,29700000
4,1215,311,3,2089000
5,1173,63,3,5781000
5,2021,49,4,2747000
2,880,425,2,3100000
4,1277,295,1,5500000
2,579,425,2,4621000
4,945,292,2,2384000
4,1102,309,3,4413000
6,1220,200,2,4880000
2,1180,439,2,21900000
4,943,288,2,6087000
4,1000,311,2,3500000
5,1600,45,3,6300000
6,3450,204,4,33500000
2,1500,490,3,19000000
5,640,35,1,3104000
4,1260,298,3,5706000
5,1306,37,2,13700000
1,1450,148,3,13600000
2,1234,475,3,79200000
3,725,2,2,6340000
4,924,288,1,2400000
2,642,448,1,17000000
4,1109,288,2,5761000
4,1497,295,2,120000000
4,1200,288,3,6498999
4,1308,312,3,11000000
5,1888,47,3,15000000
5,1060,38,2,6300000
3,1299,10,2,6800000
5,1300,39,3,7450000
4,1250,317,3,6336000
5,1026,38,2,5816000
4,2300,317,4,16100000
3,3526,14,4,31900000
4,870,290,2,2500000
4,1562,293,3,2312000
2,300,429,1,11500000
5,1475,86,3,12500000
4,1170,309,2,7669000
1,1381,145,3,6700000
4,999,309,3,2699000
2,966,464,2,3600000
5,1400,55,3,3897999
4,1269,288,3,2161000
4,1050,302,2,7200000
6,1150,214,2,7000000
6,1200,214,2,6500000
4,3410,296,4,3300000
5,1525,49,3,10500000
5,875,39,2,4790000
4,2234,290,3,9595000
3,3450,2,4,15300000
5,1260,68,3,3000000
2,585,427,1,14500000
2,715,425,1,26000000
2,350,426,1,7500000
5,1100,101,2,4300000
4,974,288,2,3200000
3,2020,14,3,5219000
4,1074,290,3,4219000
4,750,286,2,3000000
4,1471,295,3,5000000
4,1400,311,3,3550000
4,1617,288,3,7500000
1,1350,145,3,5999000
6,1274,201,2,8400000
4,925,300,2,2356000
4,2452,290,4,18000000
5,876,35,2,2835000
5,2345,49,4,16500000
4,1283,293,3,5594000
4,895,297,2,6498000
2,1135,431,2,6200000
5,1020,39,3,4822000
2,2475,460,4,46500000
2,1252,446,2,11200000
4,935,287,2,3684000
4,1501,296,3,32500000
5,809,87,2,4200000
4,1845,288,3,9100000
6,1730,201,3,10500000
5,1480,41,3,7700000
4,1201,290,3,4872000
5,1980,49,3,16500000
4,950,409,2,5339000
2,1805,461,3,15000000
6,1425,229,3,4850000
2,1650,431,3,10000000
4,775,298,2,2000000
4,1130,295,3,3590999
4,1765,307,3,18500000
4,980,298,2,12300000
4,1132,307,2,6500000
6,2925,228,4,18400000
4,5359,314,4,5171000
2,1100,431,2,4000000
6,1254,212,2,6583000
2,1145,486,2,13000000
4,966,286,2,3589000
5,753,35,2,4641000
2,830,425,1,2677000
4,800,311,2,3300000
4,1914,290,3,4200000
2,750,426,2,6787000
6,840,208,1,2500000
5,4452,38,4,33300000
5,1708,49,3,5045000
5,1158,49,2,6312000
1,1450,145,3,4351000
2,630,425,1,27599999
3,2184,3,4,17500000
4,1572,296,3,9336000
4,1175,286,3,4065999
4,1663,288,3,10500000
4,1036,293,2,5800000
2,1350,468,3,14800000
4,1079,292,3,3096000
5,550,74,1,2089999
5,1101,85,2,45500000
4,1522,288,3,6200000
5,1563,71,3,6000000
4,1250,297,3,21000000
5,2021,49,3,15600000
3,1705,2,3,7134999
5,1143,55,2,3936999
5,1179,37,3,10000000
4,915,287,2,9639000
6,1980,207,3,18500000
6,1765,223,3,13500000
2,1050,431,2,33500000
4,1100,288,3,8700000
4,1095,336,2,11000000
2,825,434,2,79900000
5,926,39,2,4444000
5,1150,36,3,3753000
4,944,292,2,4872000
2,655,455,1,2400000
4,1170,309,2,6500000
6,1100,237,2,2300000
4,850,345,2,6800000
4,931,288,3,12000000
2,376,216,1,19000000
1,2400,138,4,23200000
4,1150,288,3,2667000
1,1651,136,2,2600000
2,1155,490,2,25000000
5,880,41,2,5340000
4,1785,309,4,2394000
5,914,87,2,4999000
5,1438,68,2,7601000
4,852,288,2,2700000
5,3260,48,3,5955000
5,1123,55,2,6700000
3,1395,3,3,15000000
5,626,52,2,5700000
2,1050,431,2,2000000
5,933,39,2,4962000
1,1500,134,2,14000000
1,1000,146,3,2240000
6,1560,232,3,7800000
4,1562,293,3,4675000
4,770,297,2,7000000
3,3800,9,4,30299999
4,1504,290,2,72600000
2,697,431,1,3900000
4,1364,286,3,2936000
3,3766,14,4,49800000
2,695,464,1,25700000
2,650,432,1,20000000
4,1094,290,2,5689000
6,1555,227,3,6600000
4,1074,290,3,9595000
4,1160,290,3,2900000
6,1300,199,2,6000000
4,1365,298,3,3822000
4,922,290,2,2800000
5,1641,43,3,8675000
6,2800,214,3,13400000
5,1246,52,3,5213000
4,1390,297,3,3724000
4,700,364,2,7000000
5,1515,63,3,9004000
5,2686,31,4,9826000
5,4297,38,4,24700000
6,1710,212,3,8977000
1,1800,159,5,8000000
4,1170,309,2,31700000
2,905,427,2,3600000
2,800,425,2,12000000
4,878,292,2,8448000
5,795,63,2,2570000
4,1360,288,3,7402000
4,792,298,2,2072000
6,1401,205,1,6700000
3,1482,25,3,2900000
1,2500,135,5,22000000
5,931,66,2,3021000
3,1760,14,2,49100000
5,1100,55,2,6956999
6,2160,198,3,15000000
4,2006,288,4,9293000
2,650,431,1,5500000
4,870,309,2,3476000
5,1500,45,3,8700000
6,1300,199,3,5200000
6,1269,253,2,6000000
6,1400,212,3,2800000
1,1400,145,3,8800000
4,1780,309,4,13500000
6,1090,201,2,7098999
5,979,53,2,3200000
5,2450,83,3,33000000
4,750,296,2,7000000
5,1564,31,3,9845000
2,1320,434,2,35900000
6,1804,199,3,7576000
4,1553,288,3,6900000
3,645,6,1,4372000
4,1045,292,3,3350000
3,3273,3,3,27799999
5,1564,31,3,12200000
6,1100,218,2,4700000
2,1230,432,3,26000000
4,1417,288,3,9200000
2,900,429,3,39000000
4,805,289,2,3200000
2,600,446,1,3853000
5,1210,41,3,3500000
4,2273,286,3,8000000
2,650,495,1,12000000
3,1095,24,2,6800000
4,1050,317,2,4758000
2,1100,441,2,5300000
1,850,137,2,45000000
2,448,480,1,11399999
4,1555,288,2,8100000
6,4800,225,4,62300000
4,741,310,2,12500000
2,585,426,1,8500000
4,920,288,2,4600000
4,1580,382,3,4000000
2,547,446,2,3574000
5,2883,82,3,2999000
4,1050,333,3,2400000
2,2200,496,4,7000000
5,1464,62,3,7650000
2,1100,428,2,13200000
2,610,424,1,4200000
3,5112,9,5,74300000
5,555,76,1,5630000
2,1550,185,2,16000000
3,2797,19,3,3950000
4,800,324,2,4700000
5,1190,37,2,8318000
5,914,41,2,5285000
2,2800,457,4,3500000
4,925,288,2,3220000
6,1165,214,2,6640000
2,1250,475,2,32000000
2,600,432,1,2200000
2,560,484,1,22000000
1,1300,145,3,10800000
2,510,425,2,12400000
2,660,455,1,2650000
4,2452,290,4,9500000
4,820,349,2,7600000
4,1306,297,3,3372000
5,1498,70,3,8145000
2,823,434,2,36800000
4,1476,293,3,7900000
5,808,55,2,6286000
5,1600,69,3,6493000
6,1885,214,3,11399999
4,1456,288,3,14500000
4,800,327,2,8500000
6,3031,198,4,24000000
5,1184,76,2,5756000
2,550,451,1,16000000
4,1364,288,3,7889000
5,1147,59,2,14000000
4,1463,293,3,3600000
1,585,141,2,2549000
2,1496,446,2,9100000
4,920,291,2,8043000
1,1400,165,3,160000000
3,1290,0,2,6437000
5,2102,83,3,29400000
2,1843,457,4,8500000
4,1450,288,3,4000000
2,630,490,1,21500000
4,1211,291,3,4226000
2,665,459,1,3000000
4,1178,290,3,2300000
4,1525,314,3,7103000
4,1350,293,3,3518000
5,1189,45,3,8145000
1,1638,140,3,10700000
5,830,59,2,5476000
4,770,297,2,3160000
4,850,305,2,2700000
5,789,33,2,6900000
4,1125,286,2,2700000
4,965,290,2,5500000
6,2813,214,3,13500000
5,1173,63,3,4240000
4,1538,295,3,9307000
1,500,148,1,4500000
4,1500,305,3,5000000
4,800,310,2,4200000
5,946,70,2,5203000
4,750,313,2,2250000
4,2500,307,3,3571000
2,950,428,2,51500000
1,1000,136,2,6000000
6,1197,222,2,9000000
4,1663,288,3,5306000
4,1830,313,3,5000000
5,1157,100,2,6900000
2,500,441,1,8000000
4,750,27,2,2700000
3,645,6,1,2899000
6,1125,271,4,5000000
4,600,326,2,3200000
4,1240,286,3,65000000
1,2600,136,4,29000000
2,1166,475,3,22000000
4,910,286,2,10500000
2,2590,429,6,16500000
3,1645,4,2,13700000
4,823,292,2,4227000
4,1913,317,3,20500000
4,2620,290,4,8400000
4,1179,289,3,3761000
5,550,76,1,2450000
1,650,160,2,17800000
5,872,70,2,3499000
4,1217,301,1,9200000
6,1495,199,3,6279000
5,880,87,2,4600000
1,2000,138,3,14500000
6,1725,206,3,12400000
6,1225,197,2,4800000
6,2813,214,3,18900000
5,932,39,2,4660000
4,1900,304,4,8000000
5,1655,105,3,5700000
3,1255,10,2,6193000
3,2578,14,3,33200000
3,1017,7,2,5897000
6,1201,197,2,4804000
4,1160,292,2,2780000
2,1431,464,3,4099000
6,1225,199,2,6125000
4,1215,311,3,3000000
4,1236,340,1,7000000
4,880,289,2,2187000
6,1300,266,3,3200000
4,2204,288,3,7200000
2,1250,475,2,105000000
4,1164,293,3,8315000
3,1500,7,3,5398000
5,1295,49,2,30400000
2,1485,427,3,19500000
6,1100,255,2,2500000
3,1400,2,3,7150000
4,2272,286,4,8500000
4,770,297,2,10400000
2,2500,475,4,42500000
4,2393,288,4,7500000
5,1345,46,3,9549000
3,833,3,2,14500000
5,1450,53,3,14700000
2,1580,431,3,22500000
2,1250,427,2,11000000
6,1555,227,3,6531000
4,892,324,2,4500000
2,950,422,2,32500000
4,2410,315,4,3629999
2,1350,427,3,14200000
5,721,70,2,18700000
4,1131,309,3,6000000
4,930,286,1,8000000
3,1290,7,3,4870000
4,853,309,2,4336000
5,810,87,2,4731000
4,1386,316,3,2600000
4,905,309,3,3600000
2,700,455,1,2000000
5,900,47,2,12000000
2,1550,475,3,31000000
5,1166,57,3,6413000
2,800,464,2,3200000
5,1889,38,3,40100000
4,1130,196,3,2100000
4,1407,288,3,10400000
4,985,335,2,10100000
2,390,475,1,17000000
1,1700,144,3,16700000
5,585,110,1,19000000
5,870,35,2,3261999
4,1100,288,3,3825000
5,574,40,1,3041000
4,1350,288,2,2856000
2,510,441,1,4300000
1,900,138,2,19000000
1,1800,135,4,19500000
5,1198,47,2,7367000
5,791,57,2,4950000
4,883,287,2,4348000
2,525,423,1,2375000
3,2700,9,2,28000000
4,1700,337,3,2500000
2,2590,475,3,85000000
5,1525,36,3,27200000
4,1428,288,3,4500000
4,1120,298,2,7000000
5,1610,76,3,16500000
4,2520,293,4,4400000
2,685,431,1,27000000
4,1450,309,3,6224000
1,3450,167,4,12000000
2,1150,490,2,10000000
4,560,287,1,2100000
6,2141,264,3,23000000
2,1180,485,2,45000000
2,910,490,2,5299000
