City,Price,Area,Location,No. of Bedrooms
4,5100000,1337,6,3
5,5700000,1655,126,3
4,5200000,1669,7,2
2,13000000,730,67,2
1,20000000,2000,20,4
4,7180000,1258,86,3
5,26400000,2348,20,3
1,9500000,1300,52,2
4,4571000,920,11,2
4,4200000,1169,7,3
1,9500000,1653,37,3
1,2500000,1400,16,2
5,5285000,930,28,2
2,22500000,728,37,1
2,12700000,1240,13,2
2,16000000,610,83,1
5,2703000,555,136,1
4,30500000,1727,86,3
5,17600000,1243,108,2
5,4563000,1039,145,2
4,2000000,1025,11,2
5,5892000,706,145,1
6,4840000,1210,136,2
4,13700000,1110,23,3
4,3800000,801,22,2
4,3500000,1450,6,1
2,3700000,350,17,1
5,5630000,1184,136,2
4,2099000,734,7,2
2,7000000,450,86,1
5,2450000,930,12,2
3,3400000,1892,20,3
2,2750000,1025,71,2
2,4000000,825,12,2
4,2200000,1013,85,2
6,66400000,6718,4,5
6,5000000,1450,83,3
4,42699999,1028,13,3
2,15700000,447,22,1
5,14900000,1163,16,2
4,4600000,900,129,2
4,3000000,880,6,2
6,6165000,1150,70,2
4,3996000,1525,86,3
2,12500000,751,22,2
2,2600000,510,95,2
4,38100000,1050,17,2
5,8494000,1618,37,3
5,11700000,1569,147,3
2,2950000,1000,3,2
2,6000000,620,80,1
5,5990000,1605,14,3
1,15500000,1300,52,3
3,3522000,1174,13,3
4,4850000,1585,50,3
5,12000000,1538,43,3
4,8000000,1200,6,3
6,18900000,2813,9,3
5,7300000,764,95,2
4,4834000,1069,5,3
5,10200000,1150,3,2
4,4500000,888,148,2
2,17000000,1070,7,2
4,3400000,741,80,2
4,3000000,1080,6,2
5,4033000,760,49,2
6,9600000,1700,83,3
4,3500000,650,80,2
4,2300000,5000,1,4
2,17500000,602,7,1
2,6600000,733,7,2
5,19000000,2686,37,4
4,25000000,4300,40,4
4,3800000,1421,5,3
3,7900000,1660,11,3
4,10000000,2452,86,4
5,5476000,920,145,2
4,9200000,900,6,1
3,4511000,1450,20,3
5,2300000,1068,8,2
2,140000000,960,8,2
4,5500000,979,54,3
6,6125000,1225,49,2
3,4264000,1381,20,3
2,16000000,640,35,1
5,5990000,1605,14,3
4,9639000,1377,21,3
2,3250000,1836,12,3
4,9293000,2006,6,4
4,4035000,1187,148,3
2,3000000,600,67,1
5,6434000,1092,73,3
4,3000000,1996,6,3
1,80000000,1103,16,2
4,18000000,1572,21,3
4,12000000,931,6,3
2,14600000,420,8,1
2,4800000,600,44,1
2,3300000,450,48,1
5,2600000,1155,28,2
5,3200000,653,145,1
2,60700000,1174,8,3
4,5500000,1445,7,3
2,12600000,2200,32,4
4,3024000,1450,17,3
6,10000000,1700,4,3
6,3200000,990,80,2
4,14500000,1350,6,2
2,5200000,580,75,1
1,28000000,2800,51,5
4,4236000,1285,86,3
4,8700000,1100,6,3
2,12000000,1750,69,3
4,2200000,1133,86,2
4,2000000,850,129,2
5,6389000,983,168,2
5,2766000,527,37,1
4,2787000,1070,19,3
2,6100000,1150,84,2
2,5500000,420,69,1
4,28000000,1700,6,4
3,8219000,1159,11,2
6,19800000,2200,2,3
5,7641000,1227,37,2
4,13000000,2210,31,4
1,3800000,450,47,2
4,5500000,1045,19,3
4,15700000,1977,3,3
6,8625000,1150,3,2
5,22700000,1975,14,3
4,5352000,1036,31,2
5,6548000,1358,37,3
4,2766000,1110,11,3
5,20400000,1925,16,3
5,4079999,850,145,2
2,12200000,1902,5,3
5,7148000,1375,71,3
5,10000000,1179,71,3
4,4500000,2365,86,3
2,19900000,2300,22,3
5,4000000,954,47,2
2,4200000,1379,69,3
4,11000000,1095,84,2
1,2600000,2700,28,2
1,2200000,750,56,3
4,3989000,917,13,2
4,7187000,1753,7,3
4,5577000,1000,34,2
5,4200000,915,136,1
2,8495000,1100,69,2
6,9000000,1197,43,2
4,2490000,1550,5,3
5,8158000,1296,37,3
2,8800000,700,69,1
4,3200000,1051,35,2
3,3429000,1143,13,2
2,3800000,1150,69,2
6,2600000,684,87,1
1,11900000,2300,52,4
4,22799999,1108,148,3
5,10300000,1669,31,3
4,5400000,800,6,2
4,5600000,1381,86,3
4,3049000,1454,86,3
5,27400000,1565,3,3
5,4425000,750,74,2
2,8200000,525,48,1
4,9968000,1103,11,3
1,2000000,1002,59,2
5,3777000,1532,7,3
5,3013000,574,37,1
3,4300000,3714,18,3
4,2879000,1440,6,3
2,15700000,576,22,2
2,6500000,500,80,1
4,3258000,821,44,2
4,7900000,1476,31,3
5,7850000,1243,108,2
4,3700000,860,23,2
5,9400000,1915,117,3
6,8900000,1441,21,2
4,6500000,888,13,3
6,4600000,1100,19,2
4,4692000,1700,35,3
6,6895999,1230,21,2
4,15600000,750,5,2
5,4032000,858,145,2
5,4000000,970,67,2
4,2146000,1985,86,3
2,8320000,1000,48,2
4,8700000,1465,21,2
5,15800000,1496,16,3
2,4000000,910,95,2
5,2416000,636,59,2
5,5460000,2017,2,3
5,3400000,1560,167,3
5,7840000,995,47,2
3,31000000,2927,18,3
5,4784000,769,83,2
4,9148000,1075,11,3
5,7000000,1443,117,3
2,13500000,665,35,1
1,15500000,1800,20,3
3,3429000,1143,13,2
1,4500000,500,26,1
4,2073999,1109,6,2
6,12000000,1590,9,3
5,4679000,883,109,2
3,6412000,1500,20,3
4,7100000,750,5,2
2,21000000,1000,8,2
4,5206000,1281,31,3
4,9300000,845,31,1
5,10400000,1358,37,3
5,4692000,866,38,2
4,4538000,1173,85,3
6,16500000,2750,4,3
4,2800000,1300,7,3
5,2100000,588,28,2
5,23200000,1545,2,3
2,4400000,980,18,2
3,23500000,3613,6,4
5,28000000,1560,3,3
6,5373000,1250,4,2
5,2789000,664,145,1
4,2500000,774,23,2
5,5991000,950,80,2
4,4218000,1787,13,4
6,4710000,1050,50,2
2,9500000,1050,37,2
4,5400000,807,44,2
6,4500000,1128,35,3
3,3260000,1025,25,2
4,10500000,1522,6,3
2,2950000,1000,3,2
4,14100000,820,41,2
6,10000000,1700,4,3
1,10000000,1245,40,2
3,9500000,1360,15,3
4,3007000,701,31,2
4,4145000,850,23,2
3,3864000,1180,14,2
2,3000000,961,69,2
6,6700000,1340,56,2
4,3300000,800,94,2
4,9500000,1535,6,3
4,4200000,1169,7,3
5,5593000,1023,31,2
4,2160000,1485,137,3
4,4750000,1440,113,3
6,7600000,1521,9,3
4,2225000,904,19,2
6,4968000,1104,9,2
2,45000000,1168,16,2
2,2800000,200,37,1
5,3881000,721,12,2
3,8379000,844,11,2
4,9556000,1228,94,3
6,2114000,1005,87,3
2,8500000,826,37,2
4,4051000,1124,19,3
4,4500000,1100,6,1
5,8000000,1850,11,3
4,18000000,1780,13,4
4,4114000,951,148,2
2,4100000,750,37,1
4,8960000,780,5,2
4,8000000,1361,11,3
4,4518000,5359,1,4
3,4000000,1721,20,3
4,4120000,897,6,2
2,9500000,1975,88,3
4,12000000,1475,5,3
2,22500000,728,37,1
6,7800000,1530,136,3
5,3050000,574,144,1
4,3354999,1450,6,3
4,2780000,1050,35,3
4,16000000,1450,17,3
4,3100000,2005,7,4
4,3375000,1440,113,3
5,7148999,1190,71,2
2,13000000,1400,36,3
6,8300000,1550,10,3
2,28000000,1185,69,2
5,6131000,951,47,2
2,49000000,830,95,2
2,7500000,1650,8,3
5,7966000,1122,28,2
3,17500000,2184,11,4
4,3372000,675,82,2
4,5800000,1187,11,3
4,4570000,1259,6,3
5,5076000,1275,96,3
3,7900000,1660,11,3
4,11500000,970,80,2
4,7500000,1062,92,3
6,10000000,1314,49,2
5,6200000,1115,117,2
6,29000000,3498,3,4
2,4000000,1300,35,3
4,6285000,765,11,2
4,130000000,1100,6,2
5,6343000,563,136,1
4,5082000,950,10,2
2,4950000,1235,69,2
6,11800000,1885,9,2
5,7309999,1551,117,3
3,4950000,1225,25,3
3,8400000,1025,25,2
2,13000000,930,71,2
4,4881000,1785,13,4
4,2384000,1322,19,3
2,14000000,550,97,1
5,9557000,1339,61,2
4,17400000,1376,3,3
4,3947999,830,7,2
4,3119000,944,19,2
2,10500000,750,32,1
5,2789000,664,145,1
2,35000000,550,37,1
4,5400000,1010,7,2
5,7000000,1443,117,3
4,6500000,5359,1,4
2,32100000,1550,22,3
4,3746000,915,19,2
5,7245000,1150,145,3
5,2070000,833,47,2
4,18000000,835,11,2
4,4405000,1004,31,2
5,11900000,1320,71,2
5,6600000,1002,60,2
3,7320000,1705,20,3
4,4190000,835,128,2
4,3400000,1591,7,3
2,3500000,645,67,1
3,27799999,3273,11,3
2,2886000,966,100,2
2,5300000,560,80,1
5,6714000,1453,117,3
6,8510000,1850,49,4
2,19300000,750,37,1
4,12400000,1500,12,2
2,6498999,2020,7,3
5,4850000,1066,109,3
3,4650000,950,25,2
4,32500000,4891,4,5
6,10500000,1320,9,2
2,52500000,640,95,1
6,7540000,1327,45,3
2,12500000,850,17,2
5,11000000,1691,117,2
2,9500000,1150,7,2
1,6500000,700,47,3
4,24000000,1561,6,3
5,6413000,1166,95,3
4,34000000,1304,7,2
4,4500000,2003,7,4
4,18800000,1014,93,2
4,3459000,1385,35,3
1,2200000,750,56,3
2,23000000,920,35,2
5,2572000,1271,48,3
4,4950000,1535,7,3
4,4140000,750,205,2
5,6083000,1141,147,2
5,8675000,1641,148,3
2,2600000,400,54,1
5,5063000,1220,65,3
4,5054000,1200,56,3
5,8303000,925,71,2
2,6700000,556,27,2
2,8200000,680,97,2
5,16000000,1178,19,3
5,26500000,711,58,1
5,8644000,1263,52,3
4,3372000,675,82,2
2,9500000,1200,2,2
4,4800000,1303,31,2
3,17500000,1249,2,2
2,2064000,700,100,1
4,11500000,750,205,2
4,2828000,1076,31,2
6,3900000,1150,21,2
2,10000000,617,22,1
6,8200000,1650,32,3
4,2431000,750,80,2
5,33600000,2458,21,3
5,5400000,1123,23,2
4,3831000,1440,10,3
4,2300000,895,23,3
3,3779999,1025,25,2
2,9500000,2365,7,4
3,16700000,2686,20,3
6,27000000,3448,4,4
2,52500000,640,95,1
5,25299999,4658,84,1
1,23200000,2400,52,4
5,40100000,4736,117,4
4,2100000,830,23,2
4,60100000,1160,19,2
2,4700000,1090,48,2
2,25500000,830,17,2
4,2000000,775,93,2
2,17500000,685,37,1
3,11900000,1839,2,3
4,7500000,2393,6,4
6,23600000,3147,3,4
1,4900000,1100,21,2
4,3043000,900,23,2
4,3679999,1350,23,3
5,2743000,638,84,1
6,11200000,1695,21,3
5,6900000,1135,23,2
2,8000000,1350,69,2
4,3590999,1947,31,4
5,6791000,1445,115,3
4,6268000,907,19,3
5,6286000,523,23,1
3,6150000,6200,3,4
4,11399999,725,86,1
2,9500000,1170,37,2
4,4400000,1229,7,3
5,11000000,930,12,2
5,30400000,1295,31,2
6,4800000,1050,42,2
2,5500000,600,80,1
1,70000000,3015,17,8
4,6561000,765,23,2
3,8900000,967,21,2
6,8775000,1300,9,2
2,12500000,751,22,2
3,21800000,3122,20,4
4,4872000,1450,13,3
4,4500000,944,19,2
2,6400000,780,48,2
4,5800000,1390,7,3
6,32500000,3448,4,3
2,8500000,1045,18,2
4,47500000,3050,1,3
2,4100000,1550,17,3
1,4179999,1250,16,3
5,3881000,1136,17,3
4,2408000,943,6,2
4,6500000,1451,73,3
5,4669000,934,23,2
2,25800000,665,17,1
5,16000000,1517,16,3
4,10000000,1100,7,3
6,6500000,1000,10,2
2,2548000,675,45,1
6,7000000,1450,13,3
2,13000000,1175,88,3
4,16299999,770,23,2
5,3094000,884,54,2
5,5200000,830,38,1
5,4999000,920,8,2
2,9499000,400,69,1
2,16399999,623,22,2
4,8200000,1050,17,3
5,6394000,1444,117,3
4,6300000,813,55,2
4,9000000,860,23,2
4,3018000,987,7,2
2,90399999,1620,12,3
2,12500000,699,22,2
3,3981000,1225,25,3
4,5365000,1101,86,3
4,2208000,837,35,2
4,4300000,895,23,3
4,4400000,2520,31,4
5,59000000,2902,7,3
4,8240000,888,6,2
4,7295999,2210,31,4
3,6174000,1800,14,3
5,8303000,925,71,2
2,3722999,699,22,2
4,42500000,1882,86,4
4,3156000,2186,86,3
4,4513000,869,86,2
5,8000000,1000,76,2
2,4117000,910,95,2
5,2000000,1191,76,3
5,3500000,750,144,2
4,8325000,901,23,2
2,11000000,850,36,2
4,8000000,997,13,3
2,13500000,1557,16,3
3,31800000,2540,11,4
5,3500000,1280,8,3
4,9000000,1920,31,3
4,3168000,1625,6,3
4,3422000,813,7,2
4,5635000,1077,86,3
4,20000000,967,86,2
4,6561000,765,23,2
5,2392000,1699,31,3
4,11299999,1010,7,2
2,10600000,1014,37,2
4,3960000,2891,86,4
3,5814000,1910,20,3
3,4260000,1482,111,3
6,3900000,1150,70,2
2,12600000,2200,32,4
4,2000000,1110,13,2
4,4222000,1013,85,2
2,2767000,560,95,1
2,6200000,400,36,1
1,12000000,3450,27,4
6,5034000,1465,24,3
4,3200000,1925,3,3
5,36500000,1890,75,2
3,30000000,1322,20,2
6,33500000,3450,5,4
3,7095999,1455,15,3
2,3700000,665,77,1
5,3500000,1620,38,3
4,4500000,871,86,2
4,2322000,2459,1,3
2,22000000,675,51,1
3,13899999,2686,20,3
1,18800000,2100,52,4
6,7600000,1600,105,3
5,2100000,588,28,2
2,7150000,1195,8,2
6,4968000,1104,9,2
4,2000000,856,23,2
4,5300000,854,55,2
1,3000000,5500,3,4
2,12500000,751,22,2
5,17000000,1262,153,3
2,7000000,950,35,2
4,5000000,1660,86,3
1,12500000,600,20,3
5,13600000,1765,31,3
2,2600000,790,35,2
2,9200000,1444,7,2
2,10300000,620,69,1
4,7945999,2773,157,4
4,5274000,1052,31,2
5,5808000,1697,46,3
2,4500000,1100,69,2
4,8500000,1175,23,3
5,12000000,1538,43,3
4,3252000,615,7,2
3,11800000,1345,93,1
2,13200000,1000,17,2
4,6842000,1405,86,3
5,15600000,1161,3,3
4,4556000,965,7,2
2,10000000,1404,37,3
5,7370000,4321,117,4
4,5800000,1904,3,3
2,6500000,1250,7,2
6,6354000,1765,62,3
2,11000000,756,3,2
4,2787000,1070,19,3
2,40300000,565,80,1
5,4534000,1067,52,3
5,5200000,920,108,2
6,5373000,1250,4,2
2,22000000,1100,37,2
4,22000000,1450,86,3
4,7500000,1630,157,3
4,8043000,1370,113,3
2,55000000,800,97,2
3,3180000,1467,13,3
6,11100000,1730,21,3
5,9055000,1348,37,3
2,16000000,970,37,2
1,8000000,900,21,2
4,4000000,1580,111,3
4,5500000,1073,12,3
5,6645999,1107,52,2
5,4033000,760,49,2
4,5206000,1685,23,4
6,4700000,1250,16,2
2,5700000,687,69,1
6,12400000,1725,6,3
2,5800000,1155,69,2
5,6396000,984,168,2
5,8248999,1314,37,3
3,2288000,520,25,1
4,2912000,2032,17,3
1,4000000,1600,8,2
4,4200000,1682,157,3
4,2700000,900,183,2
4,6000000,801,14,1
4,2927000,680,26,2
1,2723000,800,3,2
2,51500000,950,17,2
4,47000000,1060,162,3
3,10100000,1355,11,2
1,2800000,850,16,2
2,27799999,1810,48,3
4,2384000,1071,148,3
2,19800000,850,80,2
4,6561000,1185,21,2
4,5767000,1463,31,3
4,3400000,1350,6,3
4,7997000,1252,6,3
5,5304000,1250,146,3
3,6600000,1475,20,3
5,4011999,1056,59,3
2,6200000,1135,69,2
4,4000000,720,55,2
4,6075000,826,85,2
2,11500000,550,97,1
1,6850000,1100,21,3
4,8200000,1050,17,3
3,11700000,1134,21,3
4,2699000,1068,7,2
4,3325000,1476,86,3
5,8792000,1130,23,3
4,3500000,813,55,2
6,16500000,2445,2,3
4,7000000,1150,31,2
3,10300000,721,12,2
4,2978000,959,73,2
2,35000000,425,82,1
3,5219000,2020,24,3
2,4100000,850,77,2
2,113400000,3080,8,3
2,35000000,800,74,2
2,18200000,980,37,1
1,16000000,1350,31,2
5,11200000,2652,7,4
5,8000000,2600,5,3
6,11000000,1334,3,2
5,8303000,1444,117,3
3,5200000,1250,14,2
3,13700000,1645,93,2
4,9200000,1367,17,3
5,7968000,2154,117,4
5,6150000,362,97,1
4,2300000,1760,31,3
4,4386000,1019,113,3
6,4600000,1050,50,2
5,30700000,1444,117,3
4,4500000,944,19,2
2,2600000,400,54,1
4,6754000,1405,86,3
3,4350000,3600,24,4
2,7700000,6900,5,5
3,4840000,1345,13,3
2,11100000,1145,37,2
4,10600000,1183,13,3
5,4758000,1443,52,3
4,2600000,780,129,2
5,2627000,873,145,2
2,32500000,2015,36,4
4,2160000,1485,137,3
4,2850000,1329,209,3
5,6600000,1510,84,3
5,2840000,1653,28,3
4,3189000,938,148,2
1,2700000,550,56,2
4,11800000,830,55,3
2,31000000,508,5,1
4,11000000,4527,1,3
4,3110000,613,7,2
4,7852000,1193,94,3
2,3800000,1240,69,2
5,5014000,1241,153,3
6,4000000,1050,136,2
1,12400000,1150,52,2
4,2928000,1150,31,2
6,6600000,1380,49,3
5,4491000,998,47,2
3,170600000,8331,18,5
2,34000000,1120,35,2
2,43000000,1250,8,2
2,8600000,908,17,2
2,13500000,1557,16,3
2,12800000,3000,36,5
4,8000000,1200,6,3
5,5937000,1321,31,3
6,6279000,1495,49,3
2,26000000,800,69,1
4,3476000,870,13,2
1,24900000,1100,24,3
4,4500000,1435,1,3
2,17400000,430,22,1
4,10900000,1200,148,3
1,2549000,585,59,2
2,3500000,1050,69,2
5,7280000,1300,91,2
4,8950000,1145,35,3
5,12100000,2400,21,3
6,6399000,1500,18,3
4,3500000,1600,8,3
2,35000000,425,82,1
2,22000000,675,51,1
2,27900000,1613,7,4
4,5984000,1285,86,3
4,5500000,1358,23,3
4,2800000,1080,29,3
4,2384000,1609,22,3
4,3399000,1214,35,3
4,5455000,887,86,2
2,2599000,907,17,3
1,19500000,2100,51,3
5,3971000,854,145,2
5,11299999,1558,29,2
6,12500000,2160,23,3
5,6366000,1130,23,3
4,10000000,1712,5,3
4,8200000,700,112,2
2,22500000,1350,32,3
4,2500000,800,23,2
6,4900000,1120,49,2
1,10000000,1400,26,3
2,12300000,940,12,2
4,2300000,1717,86,3
6,9126000,1755,62,3
3,23600000,2500,10,3
5,2500000,917,145,2
1,3600000,500,56,2
6,7317000,1090,21,2
5,8817000,920,145,2
6,11399999,1885,9,3
4,8600000,1845,6,3
5,5892000,706,145,1
4,4000000,1100,42,3
6,16500000,2750,4,3
1,330000000,1800,26,3
2,3700000,935,37,2
4,10500000,822,7,2
4,60100000,1160,19,2
1,15000000,1600,20,3
4,4700000,650,17,1
4,6800000,1562,31,3
5,3377000,965,47,2
3,6893000,1410,15,3
5,10300000,1740,84,3
4,8500000,1697,6,3
4,4150000,871,11,2
2,22500000,728,37,1
6,43000000,4780,61,4
2,26000000,873,29,2
5,11000000,1500,75,3
2,7600000,1000,48,2
5,48600000,3595,2,4
2,11100000,1200,22,2
6,4000000,1200,92,2
6,13000000,1350,3,3
2,22000000,700,22,1
5,5108000,531,47,1
4,10800000,2444,6,4
6,4000000,1200,92,2
2,16399999,649,22,2
2,10000000,950,38,2
4,2100000,1200,6,1
2,4500000,675,33,1
1,14500000,516,46,1
2,3700000,440,35,1
5,4875000,920,38,2
2,4600000,1200,35,2
5,7700000,1462,38,3
5,3400000,1062,153,3
4,2867000,965,86,2
4,8650000,1100,129,2
4,2500000,1020,23,2
4,14000000,1451,6,3
2,14500000,585,18,1
2,19000000,1155,69,2
5,3310000,1850,11,3
4,17600000,847,11,2
4,85300000,4527,1,3
5,7800000,2020,31,4
5,4485000,1094,83,3
2,20000000,525,48,1
4,190000000,945,31,2
5,4150000,760,12,2
5,10700000,1355,76,3
2,6050000,650,35,1
2,9200000,585,22,1
1,13000000,1150,46,2
1,2300000,800,3,2
5,4300000,1100,136,1
4,8000000,3060,6,4
6,11800000,1885,9,2
4,3500000,614,7,2
4,2524000,1451,19,3
5,21300000,1975,14,3
4,7200000,2500,86,3
5,9198000,1260,8,3
4,9200000,935,11,2
4,2300000,1400,66,3
5,3400000,855,52,2
4,8315000,600,3,1
5,4859000,917,73,2
2,70000000,602,7,1
4,4200000,1882,86,4
2,8600000,650,8,1
4,4900000,730,148,2
4,10100000,1150,6,2
2,25000000,1800,3,3
4,12600000,2867,2,3
4,4653000,1915,6,4
2,16000000,685,69,1
6,5800000,1208,81,2
4,2500000,700,23,2
6,8900000,1441,21,2
2,29900000,625,35,1
6,6300000,1465,50,3
1,3000000,5500,3,4
3,8791000,1350,20,3
2,13300000,1501,18,3
4,8000000,1052,7,3
3,4840000,1345,13,3
4,4500000,2028,86,3
2,250000000,1750,82,3
6,10500000,2100,81,3
6,5500000,1010,18,2
6,8700000,1530,9,3
2,27000000,1655,48,3
5,6440000,787,38,2
4,3350000,1045,19,3
4,7500000,1095,7,1
1,255000000,450,61,2
4,2147000,915,11,2
3,7840000,645,25,1
4,24000000,1561,6,3
2,18500000,1100,7,2
2,7494000,585,70,1
5,3027000,1005,74,3
2,2005000,575,51,1
1,3700000,700,24,2
3,8120000,1650,22,3
4,3495000,997,93,2
5,6570999,1399,46,3
5,5889000,906,89,2
5,3285000,876,47,2
4,11000000,1709,1,3
5,8924000,4736,117,4
4,2840000,1605,13,3
5,6200000,685,27,2
3,5987000,615,11,1
5,2797000,666,145,1
4,85300000,1925,6,5
4,2800000,1080,29,3
4,12500000,882,11,2
6,3500000,1436,88,3
4,6169000,750,38,2
5,11000000,830,74,1
5,3470000,664,145,1
1,20000000,1800,20,3
4,3822000,2192,6,3
2,15000000,940,7,2
5,6333000,1092,73,2
5,6730000,1493,12,3
1,3000000,800,16,2
6,10700000,1920,21,3
4,4700000,650,17,1
4,2122000,744,11,2
4,3200000,936,104,3
5,4953000,1032,95,3
6,8580000,1650,24,3
5,4278000,971,145,2
2,28000000,1250,69,2
4,5200000,1947,31,4
2,8000000,1299,18,2
4,2800000,1185,21,2
2,4099000,650,69,1
3,4305000,1082,20,2
4,4700000,915,23,2
6,7498999,1245,13,2
2,6500000,620,80,1
4,2699000,1457,31,3
2,18500000,950,32,2
4,4646000,1086,93,3
4,2958000,919,17,2
5,24800000,1375,3,3
6,8775000,1300,9,2
2,11500000,1350,8,2
2,18000000,1500,18,3
5,5400000,900,19,2
2,4656000,426,95,1
5,12600000,1885,7,3
6,5901000,1405,49,3
4,32500000,4891,4,5
5,3779999,620,6,1
2,5500000,1250,69,2
4,5444000,941,14,3
3,9324000,1900,2,2
4,3100000,1110,11,3
1,22000000,2000,21,3
5,11399999,1290,56,2
4,16500000,1600,13,3
3,4809000,1400,26,3
4,3000000,1070,17,3
2,22500000,1660,36,4
4,3649000,1000,6,2
5,12400000,1240,19,3
5,7173999,1380,71,3
4,10300000,1020,7,2
4,4548000,1150,31,2
4,32300000,1915,6,4
4,11299999,1203,23,3
4,5800000,2100,2,4
4,7200000,1050,4,2
4,4872000,1450,13,3
4,9639000,1377,21,3
4,30000000,878,19,2
4,45000000,1562,31,3
5,28200000,980,16,2
4,31500000,1068,54,3
4,4718000,973,7,2
6,12500000,2225,9,3
5,17100000,2580,71,4
5,5088000,960,96,2
4,2005000,1057,44,3
3,4144000,7000,9,4
6,10300000,1250,101,3
6,32799999,4375,5,5
5,3500000,855,52,2
5,6203000,1443,52,3
2,22200000,960,8,2
2,66600000,440,82,1
2,3615000,710,71,1
4,3032000,1464,2,3
5,4000000,738,145,2
4,18000000,1058,13,3
2,5300000,600,27,2
1,10000000,1100,37,3
2,3650000,665,84,1
4,2700000,1009,80,3
6,3200000,1150,87,2
2,7500000,1220,35,3
4,3700000,1150,31,2
3,8358000,1675,27,3
4,5800000,678,44,2
6,26100000,3147,3,4
2,52100000,614,48,2
6,8707000,1290,9,2
3,19800000,1482,111,3
5,13899999,2150,31,3
4,7000000,1350,23,3
5,6214000,1118,117,2
3,15300000,1349,11,3
2,3735000,1250,8,2
3,3900000,672,20,2
2,4151000,680,69,1
5,6645999,1943,108,3
6,42900000,3350,1,4
4,5124000,880,6,2
5,7800000,2020,31,4
6,3900000,1000,16,3
6,7436000,1430,24,2
4,2356000,925,35,2
1,18000000,3123,47,4
2,2200000,600,95,1
5,11000000,1217,8,2
6,22000000,4000,84,4
5,4040000,638,136,2
2,15500000,900,8,2
5,17800000,830,8,2
2,9000000,1000,48,2
2,4600000,635,35,1
4,2384000,4527,1,3
4,3500000,1200,10,2
4,7650000,1314,17,2
4,2000000,1132,7,2
4,4747000,986,7,2
4,3032000,1000,85,3
5,3772000,1094,83,3
5,11500000,1850,71,3
5,4115000,840,73,2
5,20200000,1304,23,3
6,5166000,1230,49,2
5,3650000,745,139,2
3,7993000,1155,21,2
2,3925000,338,95,1
4,10100000,1303,31,2
4,7350000,1060,11,3
2,15700000,447,22,1
4,8051000,2044,6,4
4,11800000,1600,102,3
4,7236000,1330,35,3
1,8800000,1400,16,3
1,6850000,1100,21,3
2,37000000,607,35,1
5,3285000,876,47,2
4,4348000,883,11,2
4,8200000,1367,17,3
6,4300000,1200,49,1
5,4153000,923,61,2
5,5475000,1658,117,3
4,3086000,840,19,2
4,2000000,833,13,1
5,3675000,1100,8,2
4,52000000,4995,1,4
6,55000000,4700,2,4
3,9529000,931,11,2
5,5349000,1103,47,3
6,8202000,1953,49,3
2,4000000,1975,88,3
2,3000000,950,27,2
2,27799999,1810,48,3
5,11000000,1691,117,2
4,7300000,1319,6,3
4,3350000,1100,124,3
2,2560000,500,71,1
3,16500000,1645,93,3
6,7600000,1600,105,3
1,50000000,1106,42,2
4,10500000,1215,11,3
5,3779999,620,6,1
5,3400000,840,87,2
3,9100000,1216,21,3
4,4695000,840,6,2
5,6750000,1140,117,2
5,10300000,1434,16,3
4,10300000,2241,86,3
5,6495000,1382,115,3
5,3881000,1699,31,3
4,8500000,1525,1,3
4,17000000,1032,5,2
2,16200000,1101,37,3
4,8500000,864,86,2
5,4120000,620,108,1
4,2450000,1100,6,2
3,7600000,1150,12,2
6,6968000,1340,24,2
4,3500000,1450,6,1
5,3635000,750,145,2
2,120000000,742,37,2
6,11399999,1885,9,3
6,5000000,1150,24,2
6,4680000,1170,24,2
6,3500000,1050,83,1
5,2450000,930,12,2
5,7600000,1340,23,3
4,2111000,949,86,2
5,7620000,1270,89,3
4,2500000,774,23,2
1,100000000,1300,63,2
5,5285000,830,74,2
5,11700000,560,76,1
4,2682000,1109,17,2
5,5349000,1103,47,3
1,6500000,1160,16,3
4,7555000,1635,31,4
6,10100000,1000,83,2
4,7500000,914,7,2
2,14500000,1090,48,2
5,4628000,960,145,2
6,8000000,1640,48,3
5,7686000,945,71,2
1,15000000,1600,20,3
2,14600000,2570,3,3
4,3150000,950,94,2
3,97600000,3558,17,4
5,6318000,1400,145,3
4,3274000,4527,1,3
6,8000000,1650,32,3
4,3400000,925,31,2
4,21000000,983,8,2
4,9968000,878,19,2
1,13700000,1900,49,4
5,12900000,2250,117,3
3,6400000,925,5,2
4,2000000,1051,44,3
4,5400000,800,6,2
5,2061000,2616,37,4
5,3274000,1880,71,3
4,11800000,1150,31,2
5,4000000,1529,41,2
2,120000000,3600,5,4
1,8800000,1400,16,3
1,7000000,1400,37,2
4,7623000,879,6,2
4,7800000,1000,85,2
5,6318000,1400,145,3
5,3769000,1004,136,2
4,7936000,2520,31,4
3,3200000,3900,3,3
5,35100000,4727,117,4
1,6000000,1000,18,3
5,5525000,950,38,2
5,7500000,1276,61,2
3,3981000,1225,25,3
2,2750000,1025,71,2
4,2790000,1955,6,3
5,6100000,1337,153,2
4,8500000,1840,2,3
4,5027000,1270,111,3
2,47500000,1135,7,2
2,9900000,1125,39,2
2,8500000,1000,69,2
4,5500000,979,54,3
2,3250000,810,35,2
2,17500000,632,22,1
5,8430000,1390,71,3
6,7317000,1090,21,2
4,2108000,1210,11,3
3,8120000,1399,13,3
5,6611000,1158,31,2
3,40500000,1989,23,3
4,4000000,614,7,2
2,3000000,600,27,1
2,17000000,1065,18,2
4,7200000,1823,6,3
